abstract_text,label,title,keywords
"The frequency of infection, lesion characteristics and anatomical changes in phloem and cambial tissues caused by Armillaria sinapina were studied on inoculated trees of Douglas-ﬁr, western hemlock and western redcedar and compared with results of A. ostoyae inoculations previously reported on the same host species. Similar percentages of inoculations resulting in infection of roots on the three hosts indicate that A. sinapina and A. ostoyae are equally pathogenic. Armillaria ostoyae was more virulent than A. sinapina as demonstrated by fungal exudates from A. ostoyae inoculum blocks, which appeared to cause lesions on roots; the higher frequency at which ligniﬁed impervious tissue (IT) and necrophylactic periderm (NP) developed in bark and following cambial invasion, compartmentalization; the large proportion of roots that showed no visible host response; the large zones of IT formed under continuous stimulation by A. ostoyae advancing in inner bark; and the high frequency of breaching of NP barriers. Spread of A. sinapina mycelium in host species appeared slower than that of A. ostoyae, particularly in Douglas-ﬁr and western hemlock. In western redcedar, A. ostoyae induced stronger host responses than those following invasion by A. sinapina, which included further expansion of the induced rhytidome response, traumatic phloem resin duct formation and higher numbers of polyphenolic parenchyma comprising its barrier zone. Where damage by A. sinapina ensued, it was always associated with high inoculum potential. The ecology of virulent and less virulent species of Armillaria in natural forests is discussed.",0,"Pathogenicity and virulence of {<span style=""font-variant:small-caps;""{>}{A}{<}/span{>} rmillaria sinapina } and host response to infection in {<}span style=""font-variant:small-caps;""{>}{D}{<}/span{>} ouglas‐fir, western hemlock and western redcedar in the southern {<}span style=""font-variant:small-caps;""{>}{I}{<}/span{>} nterior of {<}span style=""font-variant:small-caps;""{>}{B}{<}/span{>} ritish {<}span style=""font-variant:small-caps;""{>}{C}{<}/span{>} olumbia",
"Arbutoid mycorrhizal plants are commonly found as understory vegetation in forests worldwide where ectomycorrhiza-forming trees occur. Comarostaphylis arbutoides (Ericaceae) is a tropical woody plant and common in tropical Central America. This plant forms arbutoid mycorrhiza, whereas only associations with Leccinum monticola as well as Sebacina sp. are described so far. We collected arbutoid mycorrhizas of C. arbutoides from the Cerro de la Muerte (Cordillera de Talamanca), Costa Rica, where this plant species grows together with Quercus costaricensis. We provide here the first evidence of mycorrhizal status for the Ascomycete Leotia cf. lubrica (Helotiales) that was so far under discussion as saprophyte or mycorrhizal. This fungus formed arbutoid mycorrhiza with C. arbutoides. The morphotype was described morphologically and anatomically. Leotia cf. lubrica was identified using molecular methods, such as sequencing the internal-transcribed spacer (ITS) and the large subunit (LSU) ribosomal DNA regions, as well as phylogenetic analyses. Specific plant primers were used to confirm C. arbutoides as the host plant of the leotioid mycorrhiza.",0,Leotia cf. lubrica forms arbutoid mycorrhiza with {Comarostaphylis} arbutoides ({Ericaceae}),
"This work presents the first anatomical description of the mycorrhizal systems of Helianthemum almeriense, and of the structure and ultrastructure of the mycorrhizae formed by this plant species with the ascomycetes Terfezia claveryi and Picoa lefebvrei. Four different mycorrhizal systems are described, the clubshaped mycorrhiza being the most abundant. The type of mycorrhiza formed depended on the mycorrhiza culture conditions, but not on the fungal species. For both fungal species, H. almeriense formed an endomycorrhiza in natural field conditions, an ecto- and ectendomycorrhiza without a sheath in pot cultures, and an ectomycorrhiza with a characteristic sheath and Hartig net in in vitro cultures. This is the first report of a typical sheath in Helianthemum-desert truffle mycorrhizal associations. The results support the idea that culture conditions can induce changes in mycorrhiza morphology and that there is no clear barrier between the two main types of mycorrhiza organization in Helianthemum species. The ultrastructural study confirmed the regular presence of T. claveryi intracellular hyphae in direct contact with the host wall, a localization which seems to be a characteristic of the T. claveryi mycorrhiza organization. The P. lefebvrei mycorrhiza organization was characterized by intracellular hyphae with large amounts of electron-dense globules, probably with a lipidic content, and a warty ornamentation on the wall of the root external hyphae.",0,Morphological characterization of the mycorrhiza formed by {Helianthemum} almeriense {Pau} with {Terfezia} claveryi {Chatin} and {Picoa} lefebvrei ({Pat}.) {Maire},
"Ectomycorrhizal fungi are crucial for forests sustainability. For Castanea sativa, ectomycorrhizal fungus Pisolithus tinctorius is an important mutualist partner. Saprotrophic fungi Hypholoma fasciculare, although used for biocontrol of Armillaria root disease, it negatively affected the interaction between the P. tinctorius and plant host roots, by compromise the formation of P. tinctorius-C. sativa mycorrhizae. In this work, fungal morphology during inhibition of H. fasciculare against P. tinctorius was elucidated. P. tinctorius growth was strongly affected by H. fasciculare, which was significantly reduced after six days of co-culture and become even more significant through time. During this period, P. tinctorius developed vesicles and calcium oxalate crystals, which were described as mechanisms to stress adaption by fungi. H. fasciculare produced different volatile organic compounds in co-cultures over time and differ between single or in dualspecies. H. fasciculare highly produced sesquiterpenes (namely, α-muurolene) and nitrogencontaining compounds, which are recognised as having antimicrobial activity.",0,{In vitro} interactions between the ectomycorrhizal {Pisolithus tinctorius} and the saprotroph {Hypholoma fasciculare} fungi: morphological aspects and volatile production,
"Activities of carboxylation enzymes were analyzed in the mycelium of the mycorrhizal fungus Amanita muscaria (L. ex Fr.) Hooker, in non‐mycorrhizal short roots of Norway spruce ( Picea abies [L.] Karst.) and in myconhizas of these two partners. While pyruvale carboxylase (PC, EC 6.4.1.1) and phosphoenolpyruvate carboxykinase activities (PEPCK.EC 4.1.1.49) could be detected in the mycelium of A. muscaria , phosphoenolpyruvate carboxyknase (PEPC, EC 4.1.1.31) was only active in root tissue. In A. muscaria , PC activity was generally low (around 10 nmol mg −t protein min − ) but PEPCK activity was above 250 nmol mg −1 protein min −1 . Mycorrhizal development on short roots decreased PEPC activity by more than 75\%, although dilution by the fungal biomass in mycorrhizas was only 35\%. This reduction in activity was paralleled by a decreased content of PEPC protein. By means of micro‐analytical methods it was shown that PEPC activity was lowest in the central zones of the mycorrhizas, Whereas PEPC activity was highest in the corresponding central sections in non‐mycorrhizal short roots. 14 CO 2 labelling, on the other hand, revealed that in vivo CO 2 fixation was higher in mycorrhizas compared to non‐mycorrhizal short roots. It is concluded that fungal carboxylases (probably PEPCK) are important for anaplerotic CO 2 fixation during nitrogen assimilation in mycorrhizas of Norway spruce.",0,Mycorrhiza formation on {Norway} spruce ( {Picea abies} ) roots affects the pathway of anaplerotic {CO}$_{\textrm{2}}$ fixation,
"Over the past 10 years evidence has increased that Phytophthora species are common in estuarine and coastal environments. These findings made it seem possible that Phytophthora spp. might also be present in mangrove habitats of the Philippines. In this manuscript P. insolita, an oospore-producing Phytophthora species devoid of antheridia, is reported as an additional member of estuarine oomycetes and reported from the Philippines for the first time. The Philippine strain, P insolita H3YB, was isolated from a fallen senescent mangrove leaf in Hinigaran, Negros Occidental, Philippines. The morphology of H3YB and its phylogenetic placement agreed with its identification as P. insolita. Further targeted studies into the ecology of Phytophthora species in mangroves might shed light on the ecological role of these species in the mangrove ecosystem.",0,Confirmation that {Phytophthora} insolita ({Peronosporaceae}) is present as a marine saprotroph on mangrove leaves and first report of the species for the {Philippines},
"Ectomycorrhizas of S-month-old Pinus patula plants grown in autoclaved shola soil (forest soil) inoculated with basidiospores of Amanita muscaria, Laccaria laccata and Suillus brevipes are described. The main emphasis is on the organisation of the mantle tissue as seen in plan view and features of associated hyphae and strands. The different layers in the mantle produced by the different fungi are described and illustrated.",0,"Anatomical studies on ectomycorrhizas: {II}. {The} ectomycorrhizas produced by {Amanita} muscaria, {Laccaria} laccata and {Suillus} brevipes on {Pinuspatula}",
"Acanthocorticium brueggemannii gen. et sp. nov. is introduced based on specimens from Southern Brazil. This corticioid fungus is characterized by resupinate basidiomes with smooth to tuberculate hymenophore, a monomitic hyphal system with simple-septate hyphae, finely echinulate halocystidia, cylindrical to clavate, dextrinoid acanthophyses, and globose, hyaline, smooth, and thin-walled IKI– basidiospores. Phylogenetic analyses of a LSU data set and a combined data set of ITS and LSU were carried out and the new taxon was found to be related to cyphelloid fungi within the Agaricales. Descriptions and drawings of the microscopic features of A. brueggemannii are provided.",0,"{Acanthocorticium brueggemannii } , a new corticioid genus and species related to cyphelloid fungi in the euagarics clade ({Agaricales}, {Basidiomycota})",
"A new ascomycete genus, Achroceratosphaeria, is described for three lignicolous species from freshwater and terrestrial habitats in Asia and Europe on the basis of morphological studies and phylogenetic analysis of combined nc28S (LSU) and nc18S (SSU) rDNA sequence data. The new genus is characterized by minute, hyaline or subhyaline to pale brown perithecia immersed in the substratum with hyaline to subhyaline emergent necks. Paraphyses disintegrate with age, asci are cylindrical-clavate with a distinct apical annulus containing eight hyaline ascospores; ascospores are smooth-walled, ranging from ellipsoidal to fusiform to cylindrical-fusiform, without a mucilaginous sheath or appendages. All three species were obtained after incubation in a moist chamber. Achroceratosphaeria resembles Ceratosphaeria, Pseudohalonectria or Clohiesia in ascospore morphology, but molecular data do not support these relationships. In our phylogeny, a relationship between Achroceratosphaeria and taxa in the Lulworthiales and Koralionastetales is confirmed. Ceratosphaeria incolorata is transferred to Achroceratosphaeria and a new combination is proposed. A key to the species accepted in Achroceratosphaeria is provided.",0,"Achroceratosphaeria, a new ascomycete genus in the {Sordariomycetes}, and re-evaluation of {Ceratosphaeria} incolorata",
"Four morphologically similar specimens of an unidentified perithecial ascomycete were collected on decaying wood submerged in fresh water. Phylogenetic analysis of DNA sequences from protein-coding and ribosomal nuclear loci supports the placement of the unidentified fungus together with Achroceratosphaeria in a strongly supported monophyletic clade. The four collections are described as two new species of the new genus Pisorisporium characterised by non-stromatic, black, immersed to superficial perithecial ascomata, persistent paraphyses, unitunicate, persistent asci with an amyloid apical annulus and hyaline, fusiform, cymbiform to cylindrical, transversely multiseptate ascospores with conspicuous guttules. The asexual morph is unknown and no conidia were formed in vitro or on the natural substratum. The clade containing Achroceratosphaeria and Pisorisporium is introduced as the new order Pisorisporiales , family Pisorisporiaceae in the class Sordariomycetes . It represents a new lineage of aquatic fungi. A sister relationship for Pisorisporiales with the Lulworthiales and Koralionastetales is weakly supported by Bayesian inference and maximum likelihood analyses. The systematic position of Pisorisporium among morphologically similar perithecial ascomycetes is discussed.",0,"{Pisorisporiales} , a new order of aquatic and terrestrial fungi for {Achroceratosphaeria} and {Pisorisporium} gen. nov. in the {Sordariomycetes}",
"The family Stachybotriaceae was recently introduced to include the genera Myrothecium , Peethambara and Stachybotrys . Members of this family include important plant and human pathogens, as well as several species used in industrial and commercial applications as biodegraders and biocontrol agents. However, the generic boundaries in Stachybotriaceae are still poorly defined, as type material and sequence data are not readily available for taxonomic studies. To address this issue, we performed multi-locus phylogenetic analyses using partial gene sequences of the 28S large subunit (LSU), the internal transcribed spacer regions and intervening 5.8S nrRNA (ITS), the RNA polymerase II second largest subunit ( rpb2 ), calmodulin ( cmdA ), translation elongation factor 1-alpha ( tef1 ) and β-tubulin ( tub2 ) for all available type and authentic strains. Supported by morphological characters these data resolved 33 genera in the Stachybotriaceae . These included the nine already established genera Albosynnema , Alfaria , Didymostilbe , Myrothecium , Parasarcopodium , Peethambara , Septomyrothecium , Stachybotrys and Xepicula . At the same time the generic names Melanopsamma , Memnoniella and Virgatospora were resurrected. Phylogenetic inference further showed that both the genera Myrothecium and Stachybotrys are polyphyletic resulting in the introduction of 13 new genera with myrothecium-like morphology and eight new genera with stachybotrys-like morphology.",0,Generic hyper-diversity in {Stachybotriaceae},
"Extremely acidic soils (pH{<}3) harbour poorly diversified mycobiota that are very different from less acidic habitats. During investigations of the mycobiota from several highly acidic soils in the Czech Republic and a coastal site in the Antarctic Peninsula, a group of hyaline fungal isolates was obtained. Based on phenotype and nuclear ribosomal DNA sequences (ITS region, SSU, LSU), the isolates belonged to three phylogenetic lineages within two different classes, Sordariomycetes and Leotiomycetes (Pezizomycotina, Ascomycota). The first lineage is described here as a new genus and species Acidothrix acidophila gen. nov. et sp. nov. (Amplistromataceae, Sordariomycetes, Ascomycota). The most closely related species to this new clade are woodinhabiting fungi. The isolates belonging to the second and the third lineages are also described as two new genera and species Acidea extrema gen. nov. et sp. nov. and Soosiella minima gen. nov. et sp. nov. (Helotiales, Leotiomycetes, Ascomycota). Their position and the relationships within Helotiales are discussed. Soosiella minima was acidotolerant, Acidothrix acidophila and Acidea extrema exhibited both acidotolerant and acidophilic characteristics. All the species were slightly halophilic. The adaptation of hyaline fungi from mesophilic lineages to highly acidic environments has been revealed. The association between highly acidic and Antarctic habitats is discussed.",0,Three new genera of fungi from extremely acidic soils,
"Novel species of fungi described in the present study include the following from South Africa: Alanphillipsia aloeicola from Aloe sp., Arxiella dolichandrae from Dolichandra unguiscati , Ganoderma austroafricanum from Jacaranda mimosifolia , Phacidiella podocarpi and Phaeosphaeria podocarpi from Podocarpus latifolius , Phyllosticta mimusopisicola from Mimusops zeyheri and Sphaerulina pelargonii from Pelargonium sp. Furthermore, Barssia maroccana is described from Cedrus atlantica (Morocco), Codinaea pini from Pinus patula (Uganda), Crucellisporiopsis marquesiae from Marquesia acuminata (Zambia), Dinemasporium ipomoeae from Ipomoea pes-caprae (Vietnam), Diaporthe phragmitis from Phragmites australis (China), Marasmius vladimirii from leaf litter (India), Melanconium hedericola from Hedera helix (Spain), Pluteus albotomentosus and Pluteus extremiorientalis from a mixed forest (Russia), Rachicladosporium eucalypti from Eucalyptus globulus (Ethiopia), Sistotrema epiphyllum from dead leaves of Fagus sylvatica in a forest (The Netherlands), Stagonospora chrysopyla from Scirpus microcarpus (USA) and Trichomerium dioscoreae from Dioscorea sp. (Japan). Novel species from Australia include: Corynespora endiandrae from Endiandra introrsa , Gonatophragmium triuniae from Triunia youngiana , Penicillium coccotrypicola from Archontophoenix cunninghamiana and Phytophthora moyootj from soil. Novelties from Iran include Neocamarosporium chichastianum from soil and Seimatosporium pistaciae from Pistacia vera. Xenosonderhenia eucalypti and Zasmidium eucalyptigenum are newly described from Eucalyptus urophylla in Indonesia. Diaporthe acaciarum and Roussoella acacia are newly described from Acacia tortilis in Tanzania. New species from Italy include Comoclathris spartii from Spartium junceum and Phoma tamaricicola from Tamarix gallica . Novel genera include ( Ascomycetes ): Acremoniopsis from forest soil and Collarina from water sediments (Spain), Phellinocrescentia from a Phellinus sp. (French Guiana), Neobambusicola from Strelitzia nicolai (South Africa), Neocladophialophora from Quercus robur (Germany), Neophysalospora from Corymbia henryi (Mozambique) and Xenophaeosphaeria from Grewia sp. (Tanzania). Morphological and culture characteristics along with ITS DNA barcodes are provided for all taxa.",0,Fungal {Planet} description sheets: 281–319,
"Abstract Microorganisms play a crucial role in the biological decomposition of plant litter in terrestrial ecosystems. Due to the permanently changing litter quality during decomposition, studies of both fungi and bacteria at a fine taxonomic resolution are required during the whole process. Here we investigated microbial community succession in decomposing leaf litter of temperate beech forest using pyrotag sequencing of the bacterial 16S and the fungal internal transcribed spacer ( ITS ) rRNA genes. Our results reveal that both communities underwent rapid changes. Proteobacteria, Actinobacteria and Bacteroidetes dominated over the entire study period, but their taxonomic composition and abundances changed markedly among sampling dates. The fungal community also changed dynamically as decomposition progressed, with ascomycete fungi being increasingly replaced by basidiomycetes. We found a consistent and highly significant correlation between bacterial richness and fungal richness ( R = 0.76, P {<} 0.001) and community structure ( R M antel = 0.85, P {<} 0.001), providing evidence of coupled dynamics in the fungal and bacterial communities. A network analysis highlighted nonrandom co‐occurrences among bacterial and fungal taxa as well as a shift in the cross‐kingdom co‐occurrence pattern of their communities from the early to the later stages of decomposition. During this process, macronutrients, micronutrients, C:N ratio and pH were significantly correlated with the fungal and bacterial communities, while bacterial richness positively correlated with three hydrolytic enzymes important for C, N and P acquisition. Overall, we provide evidence that the complex litter decay is the result of a dynamic cross‐kingdom functional succession.",0,Life in leaf litter: novel insights into community dynamics of bacteria and fungi during litter decomposition,
"Three novel mite-associated basidiomycetous species are described in two new anamorph genera as Meira geulakonigii gen. nov., sp. nov. (type CBS 110052T=NRRL Y-27483T=AS 004T), Meira argovae sp. nov. (type CBS 110053T=NRRL Y-27482T=AS 005T) and Acaromyces ingoldii gen. nov., sp. nov. (type CBS 110050T=NRRL Y-27484T=AS 001T). Morphologically, these fungi are similar to the yeast-like fungi classified in the Ustilaginales, such as Pseudozyma species. However, analysis of the D1/D2 domain of the LSU rDNA suggests that they belong to two different lineages within the Exobasidiomycetidae of the Ustilaginomycetes (Basidiomycota). Furthermore, these fungi may be of interest for the biocontrol of mites, as they reduced mite numbers by approximately 80 \% after inoculation.",0,"Novel anamorphic mite-associated fungi belonging to the {Ustilaginomycetes}: {Meira} geulakonigii gen. nov., sp. nov., {Meira} argovae sp. nov. and {Acaromyces} ingoldii gen. nov., sp. nov.",
"The recently described genus Amesia encompasses four species but only Amesia atrobrunnea (= Chaetomium atrobrunneum) is known to be pathogenic to humans. Here, we describe a case of subcutaneous phaeohyphomycosis in Kuwait in an apparently immunocompetent patient diagnosed by direct microscopy of the infected tissue and culture. The identity of A. atrobrunnea was established by typical morphological characteristics and by sequencing of internally transcribed spacer (ITS) region and D1/D2 domains of rDNA. To the best of our knowledge, this is the first report documenting etiologic role of this species in causing a locally invasive subcutaneous infection.",0,Subcutaneous phaeohyphomycosis caused by {Amesia} atrobrunnea in {Kuwait},
"ABSTRACT Cladobotryum dendroides (= Dactylium dendroides ) has hitherto been regarded as the major causal agent of cobweb disease of the cultivated mushroom, Agaricus bisporus . Nucleotide sequence data for the internal transcribed spacer (ITS) regions of four Cladobotryum/Hypomyces species reported to be associated with cobweb disease, however, indicate that the most common pathogen is now C. mycophilum . This cobweb pathogen varies somewhat in conidial septation from published descriptions of C. mycophilum and lacks the distinctive colony odor. ITS sequencing revealed minor nucleotide variation which split isolates of the pathogen into three subgroups, two comprising isolates that were sensitive to methylbenzimidazole carbamate (MBC) fungicides and one comprising MBC-resistant isolates. The MBC-resistant isolates, which were only obtained from Ireland and Great Britain, clustered together strongly in randomly amplified polymorphic DNA (RAPD) PCR analysis, suggesting that they may be clonal. The MBC-sensitive isolates were more diverse. A RAPD fragment of 800 to 900 bp, containing a microsatellite and found in the MBC-resistant isolates, also indicated their clonal nature; the microsatellites of these isolates contained the same number of GA repeats. Smaller, polymorphic microsatellites, similarly comprising GA repeats, in the MBC-sensitive isolates in general correlated with their geographic origin.",0,Genetic and {Morphological} {Characterization} of {Cladobotryum} {Species} {Causing} {Cobweb} {Disease} of {Mushrooms},
"Five strains representing a single novel anamorphic yeast species were isolated from sugar cane. Two strains were from tissue (DMKU-SE38, DMKU-SE59 T ) and two from the external surface (DMKU-SP385, DMKU-SP403) of leaves collected in Thailand and the fifth (IMUFRJ 52020) from the rhizoplane of sugar cane in an organically cultivated field in Brazil. On the basis of sequence analysis of the D1/D2 region of the large subunit (LSU) rRNA gene and the internal transcribed spacer (ITS) region, they were classified as representing a single species of the genus Occultifur . The sequences of the D1/D2 region of the LSU rRNA genes and the ITS regions of the five strains were either identical or differed from each other by only one nucleotide substitution. The novel species was related most closely to Occultifur brasiliensis f.a. CBS 12687 T but with 0.7–1.0 \% nucleotide substitutions (4–6 nt) in the D1/D2 region of the LSU rRNA gene and 2.5–2.7 \% nucleotide substitutions (14–15 nt) in the ITS region. The name Occultifur tropicalis f.a., sp. nov. is proposed. The type strain is DMKU-SE59 T ( = BCC 61184 T = NBRC 109696 T = CBS 13389 T ).",0,"Occultifur tropicalis f.a., sp. nov., a novel cystobasidiomycetous yeast species isolated from tropical regions",
"Septoria represents a genus of plant pathogenic fungi with a wide geographic distribution, commonly associated with leaf spots and stem cankers of a broad range of plant hosts. A major aim of this study was to resolve the phylogenetic generic limits of Septoria, Stagonospora, and other related genera such as Sphaerulina, Phaeosphaeria and Phaeoseptoria using sequences of the the partial 28S nuclear ribosomal RNA and RPB2 genes of a large set of isolates. Based on these results Septoria is shown to be a distinct genus in the Mycosphaerellaceae, which has mycosphaerella-like sexual morphs. Several septoria-like species are now accommodated in Sphaerulina, a genus previously linked to this complex. Phaeosphaeria (based on P. oryzae) is shown to be congeneric with Phaeoseptoria (based on P. papayae), which is reduced to synonymy under the former. Depazea nodorum (causal agent of nodorum blotch of cereals) and Septoria avenae (causal agent of avenae blotch of barley and rye) are placed in a new genus, Parastagonospora, which is shown to be distinct from Stagonospora (based on S. paludosa) and Phaeosphaeria. Partial nucleotide sequence data for five gene loci, ITS, LSU, EF-1α, RPB2 and Btub were generated for all of these isolates. A total of 47 clades or genera were resolved, leading to the introduction of 14 new genera, 36 new species, and 19 new combinations. Taxonomic novelties: New genera – Acicuseptoria Quaedvlieg, Verkley \& Crous, Cylindroseptoria Quaedvlieg, Verkley \& Crous, Kirstenboschia Quaedvlieg, Verkley \& Crous, Neoseptoria Quaedvlieg, Verkley \& Crous, Neostagonospora Quaedvlieg, Verkley \& Crous, Parastagonospora Quaedvlieg, Verkley \& Crous, Polyphialoseptoria Quaedvlieg, R.W. Barreto, Verkley \& Crous, Ruptoseptoria Quaedvlieg, Verkley \& Crous, Septorioides Quaedvlieg, Verkley \& Crous, Setoseptoria Quaedvlieg, Verkley \& Crous, Stromatoseptoria Quaedvlieg, Verkley \& Crous, Vrystaatia Quaedvlieg, W.J. Swart, Verkley \& Crous, Xenobotryosphaeria Quaedvlieg, Verkley \& Crous, Xenoseptoria Quaedvlieg, H.D. Shin, Verkley \& Crous. New species - Acicuseptoria rumicis Quaedvlieg, Verkley \& Crous, Caryophylloseptoria pseudolychnidis Quaedvlieg, H.D. Shin, Verkley \& Crous, Coniothyrium sidae Quaedvlieg, Verkley, R.W. Barreto \& Crous, Corynespora leucadendri Quaedvlieg, Verkley \& Crous, Cylindroseptoria ceratoniae Quaedvlieg, Verkley \& Crous, Cylindroseptoria pistaciae Quaedvlieg, Verkley \& Crous, Kirstenboschia diospyri Quaedvlieg, Verkley \& Crous, Neoseptoria caricis Quaedvlieg, Verkley \& Crous, Neostagonospora caricis Quaedvlieg, Verkley \& Crous, Neostagonospora elegiae Quaedvlieg, Verkley \& Crous, Paraphoma dioscoreae Quaedvlieg, H.D. Shin, Verkley \& Crous, Parastagonospora caricis Quaedvlieg, Verkley \& Crous, Parastagonospora poae Quaedvlieg, Verkley \& Crous, Phlyctema vincetoxici Quaedvlieg, Verkley \& Crous, Polyphialoseptoria tabebuiae-serratifoliae Quaedvlieg, Alfenas \& Crous, Polyphialoseptoria terminaliae Quaedvlieg, R.W. Barreto, Verkley \& Crous, Pseudoseptoria collariana Quaedvlieg, Verkley \& Crous, Pseudoseptoria obscura Quaedvlieg, Verkley \& Crous, Sclerostagonospora phragmiticola Quaedvlieg, Verkley \& Crous, Septoria cretae Quaedvlieg, Verkley \& Crous, Septoria glycinicola Quaedvlieg, H.D. Shin, Verkley \& Crous, Septoria oenanthicola Quaedvlieg, H.D. Shin, Verkley \& Crous, Septoria pseudonapelli Quaedvlieg, H.D. Shin, Verkley \& Crous, Setophoma chromolaenae Quaedvlieg, Verkley, R.W. Barreto \& Crous, Setoseptoria phragmitis Quaedvlieg, Verkley \& Crous, Sphaerulina amelanchier Quaedvlieg, Verkley \& Crous, Sphaerulina pseudovirgaureae Quaedvlieg, Verkley \& Crous, Sphaerulina viciae Quaedvlieg, H.D. Shin, Verkley \& Crous, Stagonospora duoseptata Quaedvlieg, Verkley \& Crous, Stagonospora perfecta Quaedvlieg, Verkley \& Crous, Stagonospora pseudocaricis Quaedvlieg, Verkley, Gardiennet \& Crous, Stagonospora pseudovitensis Quaedvlieg, Verkley \& Crous, Stagonospora uniseptata Quaedvlieg, Verkley \& Crous, Vrystaatia aloeicola Quaedvlieg, Verkley, W.J. Swart \& Crous, Xenobotryosphaeria calamagrostidis Quaedvlieg, Verkley \& Crous, Xenoseptoria neosaccardoi Quaedvlieg, H.D. Shin, Verkley \& Crous. New combinations - Parastagonospora avenae (A.B. Frank) Quaedvlieg, Verkley \& Crous, Parastagonospora nodorum (Berk.) Quaedvlieg, Verkley \& Crous, Phaeosphaeria papayae (Speg.) Quaedvlieg, Verkley \& Crous, Pseudocercospora domingensis (Petr. \& Cif.) Quaedvlieg, Verkley \& Crous, Ruptoseptoria unedonis (Roberge ex Desm.) Quaedvlieg, Verkley \& Crous, Septorioides pini-thunbergii (S. Kaneko) Quaedvlieg, Verkley \& Crous, Sphaerulina abeliceae (Hiray.) Quaedvlieg, Verkley \& Crous, Sphaerulina azaleae (Voglino) Quaedvlieg, Verkley \& Crous, Sphaerulina berberidis (Niessl) Quaedvlieg, Verkley \& Crous, Sphaerulina betulae (Pass.) Quaedvlieg, Verkley \& Crous, Sphaerulina cercidis (Fr.) Quaedvlieg, Verkley \& Crous, Sphaerulina menispermi (Thüm.) Quaedvlieg, Verkley \& Crous, Sphaerulina musiva (Peck) Quaedvlieg, Verkley \& Crous, Sphaerulina oxyacanthae (Kunze \& J.C. Schmidt) Quaedvlieg, Verkley \& Crous, Sphaerulina patriniae (Miura) Quaedvlieg, Verkley \& Crous, Sphaerulina populicola (Peck) Quaedvlieg, Verkley \& Crous, Sphaerulina quercicola (Desm.) Quaedvlieg, Verkley \& Crous, Sphaerulina rhabdoclinis (Butin) Quaedvlieg, Verkley \& Crous, Stromatoseptoria castaneicola (Desm.) Quaedvlieg, Verkley \& Crous. Typifications: Epitypifications - Phaeosphaeria oryzae I. Miyake, Phaeoseptoria papayae Speg.; Neotypification - Hendersonia paludosa Sacc. \& Speg.",0,Sizing up {Septoria},
"Dollar spot is one of the most destructive and economically important fungal diseases of amenity turfgrasses. The causal agent was first described in 1937 as the ascomycete Sclerotinia homoeocarpa. However, the genus-level taxonomic placement of this fungus has been the subject of an ongoing debate for over 75 y. Existing morphological and rDNA sequence evidence indicates that this organism is more appropriately placed in the family Rutstroemiaceae rather than the Sclerotiniaceae. Here we use DNA sequence data from samples of the dollar spot fungus and other members of the Rutstroemiaceae (e.g. Rutstroemia, Lanzia, Lambertella) collected throughout the world to determine the generic identity of the turfgrass dollar spot pathogen. Phylogenetic evidence from three nucleotide sequence markers (CaM, ITS and Mcm7; 1810-bp) confirmed that S. homoeocarpa is not a species of Sclerotinia; nor is it a member of any known genus in the Rutstroemiaceae. These data support the establishment of a new genus, which we describe here as Clarireedia gen. nov. The type species for the genus, Clarireedia homoeocarpa comb. nov., is described to accommodate the dollar spot fungus, and a neotype is designated. Three new species in this clade, Clarireedia bennettii sp. nov., Clarireedia jacksonii sp. nov., and Clarireedia monteithiana sp. nov. that also cause dollar spot disease are described. Clarireedia homoeocarpa and C. bennettii occur primarily on Festuca rubra (C3 grass) hosts and appear to be restricted to the United Kingdom. Clarireedia jacksonii and C. monteithiana occur on a variety of C3 and C4 grass hosts, respectively, and appear to be globally distributed. This resolved taxonomy puts to rest a major controversy amongst plant pathologists and provides a foundation for better understanding the nature and biology of these destructive pathogens.",0,Clarireedia: {A} new fungal genus comprising four pathogenic species responsible for dollar spot disease of turfgrass,
"Species of the genus Coniochaeta (anamorph: Lecythophora ) are known as pathogens of woody hosts, but can also cause opportunistic human infections. Several fungi with conidial stages resembling Lecythophora were isolated from necrotic wood samples of Prunus trees in South Africa. In order to reveal their phylogenetic relationships, these fungi were studied on a morphological and molecular (5.8S nrDNA, ITS-1, ITS-2, GAPDH, EF-1α, 28S nrDNA, 18S nrDNA) basis. Some of the isolates were identified as Coniochaeta ( Sordariomycetes ), including C. velutina and two new species, C. africana and C. prunicola . The majority of the isolates, however, formed pycnidial or pseudopycnidial synanamorphs and were not closely related to Coniochaeta. According to their 28S nrDNA phylogeny, they formed two distinct groups, one of which was closely related to Helotiales ( Leotiomycetes ). The new genus Collophora is proposed, comprising five species that frequently occur in necrotic peach and nectarine wood, namely Co. africana , Co. capensis , Co. paarla , Co. pallida and Co. rubra . The second group was closely related to Phaeomoniella chlamydospora ( Eurotiomycetes ), occurring mainly in plum wood. Besides P. zymoides occurring on Prunus salicina , four new species are described, namely P. dura , P. effusa , P. prunicola and P. tardicola . In a preliminary inoculation study, pathogenicity was confirmed for some of the new species on apricot, peach or plum wood.",0,"{Coniochaeta} ( {Lecythophora} ), {Collophora} gen. nov. and {Phaeomoniella} species associated with wood necroses of {Prunus} trees",
