abstract_text,true_label,predicted_label,probability_class_0,probability_class_1,fold,model,is_misclassified,n_models_misclassified
"Although Nectria is the type genus of Nectriaceae (Hypocreales, Sordariomycetes, Pezizomycotina, Ascomycota), the systematics of the teleomorphic and anamorphic state of Nectria sensu Rossman has not been studied in detail. The objectives of this study are to 1) provide a phylogenetic overview to determine if species of Nectria with Gyrostroma, Tubercularia, and Zythiostroma anamorphs form a monophyletic group; 2) define Nectria, segregate genera, and their species using morphologically informative characters of teleomorphic and anamorphic states; and 3) provide descriptions and illustrations of these genera and species. To accomplish these objectives, results of phylogenetic analyses of DNA sequence data from six loci (act, ITS, LSU, rpb1, tef1 and tub), were integrated with morphological characterisations of anamorphs and teleomorphs. Results from the phylogenetic analyses demonstrate that species previously regarded as the genus Nectria having Gyrostroma, Tubercularia, and Zythiostroma anamorphs belong in two major paraphyletic clades. The first major clade regarded as the genus Pleonectria contains 26 species with ascoconidia produced by ascospores in asci, perithecial walls having bright yellow scurf, and immersed or superficial pycnidial anamorphs (Zythiostroma = Gyrostroma). A lineage basal to the Pleonectria clade includes Nectria miltina having very small, aseptate ascospores, and trichoderma-like conidiophores and occurring on monocotyledonous plants. These characteristics are unusual in Pleonectria, thus we recognise the monotypic genus Allantonectria with Allantonectria miltina. The second major clade comprises the genus Nectria sensu stricto including the type species, N. cinnabarina, and 28 additional species. Within the genus Nectria, four subclades exist. One subclade includes species with sporodochial anamorphs and another with synnematous anamorphs. The other two paraphyletic subclades include species that produce abundant stromata in which the large perithecia are immersed, large ascospores, and peculiar anamorphs that form pycnidia or sporodochia either on their natural substrate or in culture. In this study the evolution of species, morphology, and ecology of the three genera, Allantonectria, Nectria, and Pleonectria, are discussed based on the phylogenetic analyses. In addition, descriptions, illustrations, and keys for identification are presented for the 56 species in Allantonectria, Nectria, and Pleonectria.",0,1,0.3977315127849579,0.6022685170173645,0,biodivbert,True,1
"Arbutoid mycorrhizal plants are commonly found as understory vegetation in forests worldwide where ectomycorrhiza-forming trees occur. Comarostaphylis arbutoides (Ericaceae) is a tropical woody plant and common in tropical Central America. This plant forms arbutoid mycorrhiza, whereas only associations with Leccinum monticola as well as Sebacina sp. are described so far. We collected arbutoid mycorrhizas of C. arbutoides from the Cerro de la Muerte (Cordillera de Talamanca), Costa Rica, where this plant species grows together with Quercus costaricensis. We provide here the first evidence of mycorrhizal status for the Ascomycete Leotia cf. lubrica (Helotiales) that was so far under discussion as saprophyte or mycorrhizal. This fungus formed arbutoid mycorrhiza with C. arbutoides. The morphotype was described morphologically and anatomically. Leotia cf. lubrica was identified using molecular methods, such as sequencing the internal-transcribed spacer (ITS) and the large subunit (LSU) ribosomal DNA regions, as well as phylogenetic analyses. Specific plant primers were used to confirm C. arbutoides as the host plant of the leotioid mycorrhiza.",0,1,0.24705657362937927,0.7529433965682983,0,biodivbert,True,1
"Candida spp. are part of the normal vaginal microﬂora in 20e30\% of healthy women. However, if the balance between these yeasts and the host is disturbed, Candida spp. can cause vulvovaginal candidiasis (VVC), with Candida albicans being the major causative agent. Different studies have been performed in order to better understand Candida's dual lifestyle in the vagina. The potential of C. albicans to switch from the yeast cell morphology to its hyphal form is considered a key element in VVC pathogenesis. Candida spp. also express other virulence factors, such as hydrolytic extracellular enzymes and heat shock proteins and can form bioﬁlms.",1,0,0.5782303810119629,0.4217695891857147,4,bert-base-uncased,True,1
"Ectomycorrhizal fungi are crucial for forests sustainability. For Castanea sativa, ectomycorrhizal fungus Pisolithus tinctorius is an important mutualist partner. Saprotrophic fungi Hypholoma fasciculare, although used for biocontrol of Armillaria root disease, it negatively affected the interaction between the P. tinctorius and plant host roots, by compromise the formation of P. tinctorius-C. sativa mycorrhizae. In this work, fungal morphology during inhibition of H. fasciculare against P. tinctorius was elucidated. P. tinctorius growth was strongly affected by H. fasciculare, which was significantly reduced after six days of co-culture and become even more significant through time. During this period, P. tinctorius developed vesicles and calcium oxalate crystals, which were described as mechanisms to stress adaption by fungi. H. fasciculare produced different volatile organic compounds in co-cultures over time and differ between single or in dualspecies. H. fasciculare highly produced sesquiterpenes (namely, α-muurolene) and nitrogencontaining compounds, which are recognised as having antimicrobial activity.",0,1,0.17489376664161682,0.8251062631607056,0,biodivbert,True,1
"Ectomycorrhizas of S-month-old Pinus patula plants grown in autoclaved shola soil (forest soil) inoculated with basidiospores of Amanita muscaria, Laccaria laccata and Suillus brevipes are described. The main emphasis is on the organisation of the mantle tissue as seen in plan view and features of associated hyphae and strands. The different layers in the mantle produced by the different fungi are described and illustrated.",0,1,0.3788191676139831,0.6211807727813721,1,bert-base-uncased,True,1
"Extremely acidic soils (pH{<}3) harbour poorly diversified mycobiota that are very different from less acidic habitats. During investigations of the mycobiota from several highly acidic soils in the Czech Republic and a coastal site in the Antarctic Peninsula, a group of hyaline fungal isolates was obtained. Based on phenotype and nuclear ribosomal DNA sequences (ITS region, SSU, LSU), the isolates belonged to three phylogenetic lineages within two different classes, Sordariomycetes and Leotiomycetes (Pezizomycotina, Ascomycota). The first lineage is described here as a new genus and species Acidothrix acidophila gen. nov. et sp. nov. (Amplistromataceae, Sordariomycetes, Ascomycota). The most closely related species to this new clade are woodinhabiting fungi. The isolates belonging to the second and the third lineages are also described as two new genera and species Acidea extrema gen. nov. et sp. nov. and Soosiella minima gen. nov. et sp. nov. (Helotiales, Leotiomycetes, Ascomycota). Their position and the relationships within Helotiales are discussed. Soosiella minima was acidotolerant, Acidothrix acidophila and Acidea extrema exhibited both acidotolerant and acidophilic characteristics. All the species were slightly halophilic. The adaptation of hyaline fungi from mesophilic lineages to highly acidic environments has been revealed. The association between highly acidic and Antarctic habitats is discussed.",0,1,0.008416997268795967,0.9915830492973328,4,biodivbert,True,1
"Filamentous ascomycete Phomopsis sp. are common inhabitants of natural ecosystems and, as saprophytes, are largely responsible for the destructive decay of litterfall, promoting the carbon and nitrogen cycles. Phomopsis liquidambari B3 can establish mutualistic symbiosis with a broad spectrum of crop plants. Colonizing dynamics observations and a growth promotion assay of rice and Arabidopsis thaliana revealed that the B3 colonization strategy is host-adapted and resulted in diﬀerent growth promotions inﬂuenced by N availability. However, the biochemical mechanisms and underlying genetics of the saprophyte transition to an endophyte are poorly understood. Here, the transcriptome features of generalist P. liquidambari and highlighted gene sets involved in the lifestyle transition from saprophytism to endophytism were reported. Most notable were genes for translation, ribosome biogenesis and MAPK signaling, several of which were only up-regulated in endophytic B3. Coordinated up-regulation of genes encoding enzymes involved in phenylalanine, tyrosine and tryptophan biosynthesis were preceded by secondary metabolite induction, which was encountered with host defense. Quantitative PCR validates the reliability of RNA-seq. Dissection at the molecular level facilitated a deeper understanding of P. liquidambari adaptation to hosts and the complex natural environment to play a role in sustainable agriculture and carbon and nitrogen cycles.",1,0,0.574303150177002,0.4256968796253204,4,bert-base-uncased,True,1
"Premise of the Study The Hymenochaetales are dominated by lignicolous saprotrophic fungi involved in wood decay. However, the group also includes bryophilous and terricolous taxa, but their modes of nutrition are not clear. Here, we investigate patterns of carbon and nitrogen utilization in numerous non‐lignicolous Hymenochaetales and provide a phylogenetic context in which these non‐canonical ecological guilds arose. Methods We combined stable isotope analyses of δ 13 C and δ 15 N and phylogenetic analyses to explore assignment and evolution of nutritional modes. Clustering procedures and statistical tests were performed to assign trophic modes to Hymenochaetales and test for differences between varying ecologies. Genomes of Hymenochaetales were mined for presence of enzymes involved in plant cell wall and lignin degradation and sucrolytic activity. Key Results Three different trophic clusters were detected – biotrophic, saprotrophic, and a second biotrophic cluster including many bryophilous Hymenochaetales and mosses. Non‐lignicolous Hymenochaetales are generally biotrophic. All lignicolous Hymenochaetales clustered as saprotrophic and most terricolous Hymenochaetales clustered as ectomycorrhizal. Overall, at least 15 species of Hymenochaetales are inferred as biotrophic. Bryophilous species of Rickenella can degrade plant cell walls and lignin, and cleave sucrose to glucose consistent with a parasitic or endophytic life style. Conclusions Most non‐lignicolous Hymenochaetales are biotrophic. Stable isotope values of many bryophilous Hymenochaetales cluster as ectomycorrhizal or in a biotrophic cluster indicative of parasitism or an endophytic life style. Overall, trophic mode diversity in the Hymenochaetales is greater than anticipated, and non‐lignicolous ecological traits and biotrophic modes of nutrition are evolutionarily derived features.",1,0,0.6247891783714294,0.37521082162857056,0,biobert,True,1
"Recent studies have shown that M. elongata (M. elongata) isolated from Populus ﬁeld sites has a dual endophyte–saprotroph lifestyle and is able to promote the growth of Populus. However, little is known about the host ﬁdelity of M. elongata and whether M. elongata strains diﬀer from one another in their ability to promote plant growth. Here, we compared the impacts of three Populus-associated M. elongata isolates (PMI 77, PMI 93, and PMI 624) on the growth of seven diﬀerent crop species by measuring plant height, plant dry biomass, and leaf area. M. elongata isolates PMI 624 and PMI 93 increased the plant height, leaf area, and plant dry weight of Citrullus lanatus, Zea mays, Solanum lycopersicum, and Cucurbita to a much greater degree than PMI 77 (33.9\% to 14.1\%). No signiﬁcant impacts were observed for any isolate on the growth of Abelmoschus esculentus or Glycine max. On the contrary, Glycine max signiﬁcantly decreased in height by 30.6\% after the inoculation of M. elongata PMI 77. In conclusion, this study demonstrates that M. elongata generally promoted metrics of the plant performance among a diverse set of importantly non-leguminous crop species. Future research on understanding the molecular mechanisms that underlie strain and host variability is warranted.",1,0,0.5758981704711914,0.424101859331131,4,bert-base-uncased,True,1
"Schizophyllum commune is a mushroom forming basidiomycete. It is considered a versatile fungus because of its global distribution, its high genotypic and phenotypic variability, and its growth under high pressure, high cosmic radiation, as well as aerobic and anaerobic conditions. The versatility of S. commune is also evident from the fact that it normally grows as a saprophyte on a wide variety of plant waste including wood but that it also can be a pathogen of plants and animals and may be an endophyte as well. Apart from its biology, S. commune is also versatile because it is a model system for mushroom formation, mycelium materials, and cell wall architecture and composition, while it also produces molecules of interest for medical and industrial applications.",1,0,0.579047441482544,0.4209524989128113,4,bert-base-uncased,True,1
"The frequency of infection, lesion characteristics and anatomical changes in phloem and cambial tissues caused by Armillaria sinapina were studied on inoculated trees of Douglas-ﬁr, western hemlock and western redcedar and compared with results of A. ostoyae inoculations previously reported on the same host species. Similar percentages of inoculations resulting in infection of roots on the three hosts indicate that A. sinapina and A. ostoyae are equally pathogenic. Armillaria ostoyae was more virulent than A. sinapina as demonstrated by fungal exudates from A. ostoyae inoculum blocks, which appeared to cause lesions on roots; the higher frequency at which ligniﬁed impervious tissue (IT) and necrophylactic periderm (NP) developed in bark and following cambial invasion, compartmentalization; the large proportion of roots that showed no visible host response; the large zones of IT formed under continuous stimulation by A. ostoyae advancing in inner bark; and the high frequency of breaching of NP barriers. Spread of A. sinapina mycelium in host species appeared slower than that of A. ostoyae, particularly in Douglas-ﬁr and western hemlock. In western redcedar, A. ostoyae induced stronger host responses than those following invasion by A. sinapina, which included further expansion of the induced rhytidome response, traumatic phloem resin duct formation and higher numbers of polyphenolic parenchyma comprising its barrier zone. Where damage by A. sinapina ensued, it was always associated with high inoculum potential. The ecology of virulent and less virulent species of Armillaria in natural forests is discussed.",0,1,0.4531703293323517,0.5468297004699707,1,bert-base-uncased,True,1
"The genus Diaporthe encompasses important plant pathogens, endophytes, and saprobes that are widely distributed in tropical and temperate regions. An accurate detection and identiﬁcation of plant pathogens not only allows correct disease diagnosis but also increases the accuracy of taxonomic ambiguities for fungal-plant interactions purposes. Multi-omics approaches applied to this genus may represent valuable tools to unravel molecular mechanisms involved in the infection processes. Additionally, omics can provide adaptation patterns that make pathogens thrive under changing environmental conditions, and insights into the dual pathogen-endophyte lifestyle. Therefore, all published data covered in this literature review represents an important contribution to deepen the knowledge on the importance of omics in fungal-plant interactions. This accumulating evidence will speed up the research on formulating new strategies to control plant pathologies, to assist in the exploitation of endophytes for their function in plant hosts, and to underline molecular factors of fungal pathogenicity and endophytism in the genus Diaporthe.",1,0,0.5550589561462402,0.44494107365608215,2,biodivbert,True,1
"The recently described genus Amesia encompasses four species but only Amesia atrobrunnea (= Chaetomium atrobrunneum) is known to be pathogenic to humans. Here, we describe a case of subcutaneous phaeohyphomycosis in Kuwait in an apparently immunocompetent patient diagnosed by direct microscopy of the infected tissue and culture. The identity of A. atrobrunnea was established by typical morphological characteristics and by sequencing of internally transcribed spacer (ITS) region and D1/D2 domains of rDNA. To the best of our knowledge, this is the first report documenting etiologic role of this species in causing a locally invasive subcutaneous infection.",0,1,0.3339735269546509,0.6660265326499939,1,bert-base-uncased,True,1
"Tricholoma matsutake is an economically important ectomycorrhizal fungus of coniferous woodlands. Mycologists suspect that this fungus is also capable of saprotrophic feeding. In order to evaluate this hypothesis, enzyme and chemical assays were performed in the field and laboratory. From a natural population of T. matsutake in southern Finland, samples of soil–mycelium aggregate (shiro) were taken from sites of sporocarp formation and nearby control (PCR-negative) spots. Soil organic carbon and activity rates of hemicellulolytic enzymes were measured. The productivity of T. matsutake was related to the amount of utilizable organic carbon in the shiro, where the activity of xylosidase was significantly higher than in the control sample. In the laboratory, sterile pieces of bark from the roots of Scots pine were inoculated with T. matsutake and the activity rates of two hemicellulolytic enzymes (xylosidase and glucuronidase) were assayed. Furthermore, a liquid culture system showed how T. matsutake can utilize hemicellulose as its sole carbon source. Results linked and quantified the general relationship between enzymes secreted by T. matsutake and the degradation of hemicellulose. Our findings suggest that T. matsutake lives mainly as an ectomycorrhizal symbiont but can also feed as a saprotroph. A flexible trophic ecology confers T. matsutake with a clear advantage in a heterogeneous environment and during sporocarp formation.",1,0,0.5040088891983032,0.495991051197052,3,biodivbert,True,1
"What traits make plant rooting strategies adaptive for shallow or deep soils in water-limited environments? One is tempted to answer that effective shallow root systems should be best for shallow soils, while deep rooting would be best for deep soils. This is not what was found in a recent study by Poot \& Lambers (this issue; pp. 371–381), who compared root developments and root system morphologies of two rare Hakea species (Proteaceae), which were endemic to shallow soils over ironstone, with four Hakea species commonly found on deeper soils in the same region of southwestern Australia. The shallow-soil endemics invested more in deep roots, less in cluster roots and showed considerably more lateral spread of their root systems at depth than their congeners from deep soils.",1,0,0.5693818926811218,0.4306181073188782,4,bert-base-uncased,True,1
